iter	RMSE
386	0.1102806794
387	0.1101644474
388	0.1100255671
389	0.1099478514
390	0.109833161
391	0.1096977514
392	0.1095624034
393	0.1094557018
394	0.1093595683
395	0.1092467257
396	0.1091429127
397	0.1090264129
398	0.1089434668
399	0.1088551363
400	0.1087731577
401	0.108688146
402	0.1085802787
403	0.1084728512
404	0.1083980635
405	0.1082904014
406	0.1081932265
407	0.108079395
408	0.1079361157
409	0.1078278969
410	0.107753214
411	0.1076190553
412	0.1075129132
413	0.1074279256
414	0.1073259081
415	0.1072318655
416	0.1071247793
417	0.1070090316
418	0.1068819757
419	0.1067643323
420	0.1066474476
421	0.1065258374
422	0.1064336685
423	0.1063188631
424	0.106220789
425	0.1061512809
426	0.1060531478
427	0.1059882342
428	0.1058928037
429	0.10579656
430	0.1057170361
431	0.1056038246
432	0.105527482
433	0.1054634553
434	0.1053757753
435	0.105292773
436	0.1052182397
437	0.1051477429
438	0.1050418255
439	0.1049548103
440	0.1048744482
441	0.1047923529
442	0.1046977919
443	0.1046289167
444	0.1045545631
445	0.1044496115
446	0.1043892529
447	0.1042749422
448	0.1041755877
449	0.1041077476
450	0.1040033195
451	0.1039045037
452	0.1038027329
453	0.1037422536
454	0.1036806704
455	0.1036119921
456	0.1035217976
457	0.1034670806
458	0.1033496887
459	0.1032575977
460	0.1031655906
461	0.1031128806
462	0.1030107776
463	0.102933845
464	0.1028369852
465	0.1027582875
466	0.1026697242
467	0.1026070509
468	0.1025330711
469	0.1024260542
470	0.1023462239
471	0.1022703917
472	0.1022033927
473	0.1021163868
474	0.1020430046
475	0.1019691165
476	0.1019056367
477	0.1018236998
478	0.101779743
479	0.101707054
480	0.1016322386
481	0.1015796118
482	0.1015116318
483	0.101430054
484	0.1013388159
485	0.1012596779
486	0.1011933626
487	0.1011173089
488	0.1010258597
489	0.1009198499
490	0.1008359809
491	0.1007618285
492	0.1006859687
493	0.1005981817
494	0.1005203653
495	0.1004392544
496	0.1003653249
497	0.1002874031
498	0.1002372515
499	0.1001711779
500	0.1000999641
501	0.09999126948
502	0.09990539942
503	0.09983098971
504	0.09976373607
505	0.09967215725
506	0.09959733665
507	0.09953035766
508	0.09945037337
509	0.09936909881
510	0.09932176859
511	0.09925747108
512	0.09918880179
513	0.09912568466
514	0.09906064602
515	0.09899917072
516	0.09891420834
517	0.09884617054
518	0.098786518
519	0.09872769326
520	0.09865937675
521	0.09859135885
522	0.09852658219
523	0.09845909513
524	0.09840927447
525	0.09835078755
526	0.09827770369
527	0.09821820821
528	0.09814080922
529	0.09805925649
530	0.09797392672
531	0.09790751339
532	0.0978295507
533	0.09777076807
534	0.09770242855
535	0.09763455703
536	0.09756574217
537	0.09751262442
538	0.09746408254
539	0.0974124347
540	0.09734597108
541	0.09729066814
542	0.097219938
543	0.097142822
544	0.09708492773
545	0.09701952757
546	0.09694390279
547	0.09684743504
548	0.09678002088
549	0.09670133359
550	0.09663507247
551	0.09656048934
552	0.09649642224
553	0.09643459181
554	0.09633086356
555	0.09623679367
556	0.09617222725
557	0.09610234521
558	0.09602880978
559	0.09597284386
560	0.09592233843
561	0.09585158711
562	0.09580142877
563	0.09572970416
564	0.09564403546
565	0.09556805813
566	0.09550703598
567	0.09542924152
568	0.09534271366
569	0.09528528366
570	0.09521145521
571	0.09513918784
572	0.0950818311
573	0.0950150078
574	0.09496720187
575	0.09487827181
576	0.09482348468
577	0.09477005047
578	0.09470677165
579	0.09464326698
580	0.09458041268
581	0.09452805292
582	0.09445927724
583	0.09442050903
584	0.09438476521
585	0.09433593155
586	0.0942729152
587	0.09421051215
588	0.09415583552
589	0.09409565754
590	0.09400208533
591	0.09395814707
592	0.0939136245
593	0.09386354232
594	0.09382338486
595	0.09377494262
596	0.09371011116
597	0.09366641656
598	0.09357860588
599	0.09350576022
600	0.0934196747
601	0.09336211139
602	0.0933022629
603	0.09325961636
604	0.09317003973
605	0.09312649116
606	0.09305250803
607	0.09298422275
608	0.09292157171
609	0.09286003528
610	0.0928030463
611	0.09275695071
612	0.09270547559
613	0.092661037
614	0.09259405612
615	0.09251755808
616	0.09248161738
617	0.0924161495
618	0.09232986372
619	0.09224886881
620	0.09219900556
621	0.09214465442
622	0.09209342127
623	0.09203252
624	0.09198564497
625	0.09192552744
626	0.09186642604
627	0.09181477441
628	0.09176110903
629	0.09170591036
630	0.09165474703
631	0.09159535359
632	0.0915340253
633	0.0914795474
634	0.09142925839
635	0.09137315641
636	0.09130011402
637	0.09123825013
638	0.09118121839
639	0.09113388346
640	0.09106187533
641	0.09099798393
642	0.09092108214
643	0.0908702826
644	0.0908184138
645	0.09074374174
646	0.09068090623
647	0.09060752441
648	0.09053798018
649	0.09047191739
650	0.09041475806
651	0.09035930565
652	0.09028882991
653	0.09025255866
654	0.09022470566
655	0.09013635792
656	0.09006128822
657	0.09001172377
658	0.08994843624
659	0.08987796029
660	0.08980892517
661	0.08974256939
662	0.08966794417
663	0.08962918332
664	0.089581413
665	0.08951278517
666	0.08944265255
667	0.08937785588
668	0.08934024147
669	0.08929151428
670	0.08924114159
671	0.08918349188
672	0.08914087642
673	0.08908120122
674	0.0890396559
675	0.08896472387
676	0.08891549876
677	0.08887538286
678	0.08882373194
679	0.08876553386
680	0.0887055181
681	0.08865596097
682	0.08860929665
683	0.08855256525
684	0.08850159768
685	0.0884536155
686	0.0883852858
687	0.08832570727
688	0.08826348509
689	0.08821188941
690	0.08817622806
691	0.08812107843
692	0.08807189053
693	0.08800844045
694	0.08792867405
695	0.08783652139
696	0.08777445962
697	0.08773841116
698	0.08767157554
699	0.08762700046
700	0.08756471585
701	0.08751332284
702	0.08744679373
703	0.08740002451
704	0.08735017608
705	0.08730663948
706	0.08725724648
707	0.08720686887
708	0.08714856284
709	0.08710074201
710	0.08706316031
711	0.08702393639
712	0.08695379889
713	0.0869059695
714	0.08684712337
715	0.08676859577
716	0.08672926041
717	0.08669157389
718	0.08665286563
719	0.08660969044
720	0.0865469021
721	0.08647942653
722	0.08642519792
723	0.08638114553
724	0.08632922529
725	0.08627259265
726	0.08622278769
727	0.08617109573
728	0.08610572384
729	0.08604620521
730	0.08599593288
731	0.08595142443
732	0.08590255803
733	0.08585676493
734	0.08580672216
735	0.0857526126
736	0.08571201434
737	0.08567813665
738	0.0856336998
739	0.0855929226
740	0.08553607209
741	0.08548634695
742	0.08543158364
743	0.08536116143
744	0.0853256339
745	0.08528353344
746	0.08522619488
747	0.08518728692
748	0.08514160212
749	0.08510791733
750	0.08507674413
751	0.08502988753
752	0.0849625692
753	0.08490278319
754	0.08485276318
755	0.08479026253
756	0.08475036824
757	0.08470301602
758	0.08466058993
759	0.08459305058
760	0.0845594719
761	0.08450660853
762	0.0844567926
763	0.08438076392
764	0.08433590048
765	0.08427818131
766	0.084216889
767	0.08416034352
768	0.08409732149
769	0.08404726587
770	0.08399771918
771	0.08394158836
772	0.08390193564
773	0.08383179435
774	0.0838010358
775	0.08374263915
776	0.08370046584
777	0.08365159014
778	0.08358422335
779	0.0835268501
780	0.08348780378
781	0.08344108053
782	0.08336216797
783	0.08328965715
784	0.08322629565
785	0.08316234322
786	0.08311327738
787	0.08305929464
788	0.08301798214
789	0.08298077802
790	0.0829392036
791	0.08291019577
792	0.08286870536
793	0.08282192309
794	0.0827692276
795	0.08273139222
796	0.08269081762
797	0.08266271086
798	0.08261849448
799	0.08256972832
800	0.08252244099
801	0.08244870325
802	0.08240375675
803	0.08236621497
804	0.08229589312
805	0.08223508231
806	0.08219665659
807	0.08214099819
808	0.08208291537
809	0.08202739455
810	0.08198540776
811	0.08194643832
812	0.08188519305
813	0.08183477016
814	0.08178381172
815	0.08174348073
816	0.08170147804
817	0.08165539695
818	0.08160555853
819	0.08156385689
820	0.08151467674
821	0.08147199347
822	0.0814272786
823	0.08138195183
824	0.08131274186
825	0.08126835707
826	0.08121325713
827	0.08117503762
828	0.08111175793
829	0.08105505972
830	0.0809970103
831	0.08096825953
832	0.08092041818
833	0.08084534211
834	0.0808084504
835	0.08077196211
836	0.08074093273
837	0.08070888226
838	0.0806694087
839	0.0806349186
840	0.08058465536
841	0.08054668663
842	0.08049208323
843	0.08045226626
844	0.08040350365
845	0.08035045691
846	0.08028819604
847	0.08022972021
848	0.08019003829
849	0.0801567431
850	0.08009292252
851	0.08005281728
852	0.08000891262
853	0.07995738416
854	0.07990075388
855	0.07986131573
856	0.07977780507
857	0.07972090039
858	0.07967099654
859	0.0796209826
860	0.07956793768
861	0.07951636717
862	0.07946193725
863	0.07940907401
864	0.07935007648
865	0.07931557283
866	0.0792739871
867	0.07921443193
868	0.07917531351
869	0.07914574918
870	0.07911005926
871	0.07904960381
872	0.07900454241
873	0.07896637249
874	0.07892498333
875	0.07887206661
876	0.07883212963
877	0.07878495656
878	0.078739015
879	0.07869236705
880	0.07864625585
881	0.07859382345
882	0.07855145779
883	0.07849937531
884	0.07846064115
885	0.07840539786
886	0.07836177552
887	0.07833001145
888	0.07827910588
889	0.07823543762
890	0.07819366206
891	0.07815703674
892	0.07812713534
893	0.07808860196
894	0.07805152219
895	0.07801271588
896	0.07797394215
897	0.07792374349
898	0.07789164358
899	0.07783832262
900	0.07778866533
901	0.07775668316
902	0.07772732357
903	0.07768171776
904	0.07763565001
905	0.07760853164
906	0.07756183512
907	0.07751926018
908	0.0774624717
909	0.07740758316
910	0.077373842
911	0.07733422569
912	0.07728950355
913	0.0772348612
914	0.07719228683
915	0.07715011595
916	0.07710676722
917	0.07707152224
918	0.07703062061
919	0.07698757384
920	0.07694550151
921	0.07689484586
922	0.07684749622
923	0.07679814123
924	0.07677355307
925	0.07672936013
926	0.07671035205
927	0.07667707705
928	0.07663303155
929	0.07659610672
930	0.07655458531
931	0.07650932467
932	0.07648755883
933	0.07643231787
934	0.07637989103
935	0.07631984515
936	0.07626953302
937	0.07622949549
938	0.07617003565
939	0.07613974141
940	0.07609726827
941	0.07604873019
942	0.07599954734
943	0.07595507141
944	0.07592102762
945	0.07589530642
946	0.07585971248
947	0.07583412723
948	0.07578333688
949	0.07574917754
950	0.07570524884
951	0.07566068475
952	0.07561826411
953	0.07556923701
954	0.07552127798
955	0.07546466959
956	0.07542438921
957	0.07539873273
958	0.07535733076
959	0.07532538452
960	0.07528948127
961	0.07524598268
962	0.07520604981
963	0.07514940999
964	0.07511475724
965	0.07508216995
966	0.07504946861
967	0.07501192587
968	0.07497557862
969	0.0749430721
970	0.07490351041
971	0.07484306593
972	0.07479257782
973	0.07475107504
974	0.07471260852
975	0.07466965447
976	0.07463164074
977	0.07460219367
978	0.07454430565
979	0.07451185417
980	0.07447732826
981	0.07443939355
982	0.07440051584
983	0.07436097855
984	0.07431573572
985	0.07429234725
986	0.07427131892
987	0.0742320892
988	0.07420276002
989	0.07418087016
990	0.07414730865
991	0.07410789211
992	0.07406674943
993	0.0740293262
994	0.07399246911
995	0.07396153863
996	0.07390879614
997	0.07386538744
998	0.07382999054
999	0.07376550527
1000	0.07373467157
1001	0.07369183395
1002	0.07364505461
1003	0.0736036003
1004	0.07357489186
1005	0.07351824319
1006	0.0734756038
1007	0.07343598634
1008	0.07339006513
1009	0.07333132591
1010	0.07330750651
1011	0.07326328328
1012	0.07323459874
1013	0.07319129248
1014	0.07314988626
1015	0.07309419427
1016	0.07306370092
1017	0.07303395084
1018	0.07299280573
1019	0.0729562411
1020	0.07293100116
1021	0.07289527953
1022	0.0728719289
1023	0.07283193753
1024	0.07279063345
1025	0.07274942538
1026	0.07272278076
1027	0.0726838132
1028	0.07263097583
1029	0.07260020526
1030	0.07258209615
1031	0.07253868889
1032	0.07250788343
1033	0.07246229402
1034	0.07243898382
1035	0.07240135023
1036	0.07237247609
1037	0.07234335216
1038	0.07232598426
1039	0.07229223609
1040	0.07225562095
1041	0.07222362253
1042	0.0721853578
1043	0.07214836565
1044	0.07211368584
1045	0.07209305815
1046	0.07205801587
1047	0.07202290735
1048	0.07199180208
1049	0.07195158938
1050	0.07191745455
1051	0.07187662958
1052	0.0718428907
1053	0.07180563535
1054	0.07177595812
1055	0.07174936643
1056	0.07171599316
1057	0.07167993457
1058	0.0716461849
1059	0.07160988664
1060	0.07159299482
1061	0.07155752718
1062	0.07152937566
1063	0.07148392311
1064	0.07145026893
1065	0.07139029295
1066	0.07135765349
1067	0.07129852778
1068	0.0712517352
1069	0.07121030419
1070	0.07118648423
1071	0.07114967984
1072	0.07111455002
1073	0.07108784875
1074	0.07105371301
1075	0.07101963667
1076	0.07099068322
1077	0.07095544749
1078	0.07091716107
1079	0.07088890477
1080	0.0708620971
1081	0.07082111823
1082	0.07080183031
1083	0.07077411728
1084	0.07073526106
1085	0.07069779741
1086	0.0706576691
1087	0.07063083307
1088	0.0706070134
1089	0.07057662743
1090	0.07054905633
1091	0.07052860462
1092	0.07049687494
1093	0.07047069043
1094	0.07039638076
1095	0.07037205961
1096	0.07034940585
1097	0.07030990702
1098	0.07027236453
1099	0.07023399684
1100	0.07018976414
1101	0.07014409827
1102	0.07011384333
1103	0.07008455418
1104	0.07005125395
1105	0.07001775204
1106	0.06998157936
1107	0.06992610342
1108	0.06989062711
1109	0.06985526719
1110	0.06982352435
1111	0.06979807465
1112	0.0697473618
1113	0.06971097351
1114	0.06967549529
1115	0.06964368867
1116	0.06961820551
1117	0.06958936871
1118	0.06957265112
1119	0.06953031722
1120	0.06949786638
1121	0.06944799324
1122	0.06942469035
1123	0.06938473465
1124	0.06935492286
1125	0.06931925145
1126	0.0692879346
1127	0.06925884943
1128	0.06923306143
1129	0.06920885891
1130	0.06916341215
1131	0.06913169252
1132	0.06909938343
1133	0.06908204482
1134	0.06903761247
1135	0.06900233479
1136	0.06895499603
1137	0.06893903204
1138	0.06890618755
1139	0.06886845237
1140	0.0688391937
1141	0.06880059978
1142	0.0687616165
1143	0.06872147984
1144	0.06869919498
1145	0.0686690284
1146	0.06864273346
1147	0.06861181952
1148	0.06858203041
1149	0.06855308293
1150	0.06852971137
1151	0.06849328436
1152	0.06847032755
1153	0.06842735124
1154	0.06838898675
1155	0.06833599075
1156	0.06830948009
1157	0.06828289395
1158	0.06824944292
1159	0.06821581318
1160	0.0681885613
1161	0.06815466021
1162	0.06813679268
1163	0.0681169532
1164	0.06808894485
1165	0.06804983472
1166	0.0680263482
1167	0.0679813044
1168	0.06793368277
1169	0.06789779433
1170	0.06785930794
1171	0.06782378098
1172	0.06778660859
1173	0.06775967748
1174	0.06772648975
1175	0.06769871685
1176	0.06766144078
1177	0.06763296299
1178	0.06760438396
1179	0.06758291275
1180	0.0675607287
1181	0.06751318136
1182	0.06747806736
1183	0.06744772342
1184	0.0674108812
1185	0.06738731137
1186	0.06736520183
1187	0.06733087785
1188	0.06731164254
1189	0.06729118467
1190	0.06726116149
1191	0.06722744335
1192	0.0671989251
1193	0.06716141274
1194	0.06712064334
1195	0.06708573057
1196	0.06705224527
1197	0.06701704181
1198	0.06698248779
1199	0.0669555322
1200	0.06691742113
1201	0.06689310944
1202	0.06686473499
1203	0.06684159493
1204	0.06681192068
1205	0.06676922794
1206	0.06672169156
1207	0.06669824996
1208	0.06665328248
1209	0.06660903684
1210	0.06658521951
1211	0.06655841457
1212	0.06653036779
1213	0.06649574595
1214	0.06646217982
1215	0.06643457756
1216	0.06642293965
1217	0.06637817683
1218	0.06634401882
1219	0.06632147621
1220	0.06630078477
1221	0.06625967724
1222	0.06621925209
1223	0.06619913578
1224	0.0661643399
1225	0.06613348482
1226	0.06610479056
1227	0.06605678212
1228	0.06602736738
1229	0.06599721646
1230	0.06597273344
1231	0.06594078348
1232	0.06591428261
1233	0.06588484015
1234	0.06584183474
1235	0.06581953011
1236	0.0657915572
1237	0.06576252245
1238	0.06574170696
1239	0.06570533393
1240	0.06567590934
1241	0.06564649605
1242	0.06563256675
1243	0.065590539
1244	0.06555941688
1245	0.06552916231
1246	0.06550562611
1247	0.06546945917
1248	0.06543836297
1249	0.0654132074
1250	0.06537435275
1251	0.0653448767
1252	0.06531746893
1253	0.06528932916
1254	0.06525485406
1255	0.06522687373
1256	0.06520620487
1257	0.06517861503
1258	0.06513598812
1259	0.06510219847
1260	0.06507202514
1261	0.06505811574
1262	0.06502798299
1263	0.06499399133
1264	0.0649655207
1265	0.06493772137
1266	0.06490272609
1267	0.06487153734
1268	0.06484016242
1269	0.0648092311
1270	0.06478429873
1271	0.06476125484
1272	0.06473815062
1273	0.06471072266
1274	0.06468034263
1275	0.06466189568
1276	0.06463941356
1277	0.06461842884
1278	0.06460137721
1279	0.06457466523
1280	0.06454008114
1281	0.06451266534
1282	0.06448367941
1283	0.06445409396
1284	0.0644208777
1285	0.06439564661
1286	0.06437406446
1287	0.06435097493
1288	0.0643398968
1289	0.06431486841
1290	0.06428966982
1291	0.06426354408
1292	0.06423700572
1293	0.06419655416
1294	0.06416603647
1295	0.06414853555
1296	0.06411433774
1297	0.06408881849
1298	0.06405332472
1299	0.06401858254
1300	0.06399029283
1301	0.0639553352
1302	0.06392614451
1303	0.06387650757
1304	0.06384621869
1305	0.06381057894
1306	0.06378749608
1307	0.06377016449
1308	0.06373650104
1309	0.06370458049
1310	0.06367563666
1311	0.06363670953
1312	0.06361011279
1313	0.06357658834
1314	0.06354403738
1315	0.06351895435
1316	0.06347848756
1317	0.06345149375
1318	0.06340950852
1319	0.0633847178
1320	0.06334621946
1321	0.06331783618
1322	0.06329349715
1323	0.06327252702
1324	0.06323755025
1325	0.0632000061
1326	0.06317648219
1327	0.06313558136
1328	0.06310964604
1329	0.06307922941
1330	0.06305239791
1331	0.06303310316
1332	0.06301612538
1333	0.06297870164
1334	0.0629523872
1335	0.06292216015
1336	0.06289770515
1337	0.06287004619
1338	0.06284291496
1339	0.06281704427
1340	0.06279228112
1341	0.0627754659
1342	0.06274940272
1343	0.06272231405
1344	0.06269202618
1345	0.06267076391
1346	0.06265090058
1347	0.06262138574
1348	0.06258921982
1349	0.06255880254
1350	0.06253756632
1351	0.06251473389
1352	0.06247600717
1353	0.06244416952
1354	0.06241836868
1355	0.06239317734
1356	0.06237168398
1357	0.06234702286
1358	0.06231912753
1359	0.06229632524
1360	0.06227091438
1361	0.06224322101
1362	0.0622204825
1363	0.06218857893
1364	0.06215626787
1365	0.06213201593
1366	0.06210390056
1367	0.06208235304
1368	0.06205120538
1369	0.06202084756
1370	0.06198108629
1371	0.06195907714
1372	0.06192373219
1373	0.06189032861
1374	0.06187062584
1375	0.06183552265
1376	0.0618143439
1377	0.06177549161
1378	0.06175018986
1379	0.06173214625
1380	0.06170934824
1381	0.06169260407
1382	0.06166352249
1383	0.06163857989
1384	0.06161329842
1385	0.06158400056
1386	0.06156058546
1387	0.06153280668
1388	0.06149746956
1389	0.06146895716
1390	0.06143950267
1391	0.06142280175
1392	0.0613968233
1393	0.06137802167
1394	0.0613624336
1395	0.0613268809
1396	0.06131269917
1397	0.06128622585
1398	0.06125261482
1399	0.06122078204
1400	0.06119726322
1401	0.06117648349
1402	0.06115986567
1403	0.06114564843
1404	0.06111577843
1405	0.0610897941
1406	0.06107420992
1407	0.06105204803
1408	0.06102216457
1409	0.06099004584
1410	0.06096049396
1411	0.06092517277
1412	0.06091332163
1413	0.06088532014
1414	0.06085585918
1415	0.06081869414
1416	0.06079884556
1417	0.06077746953
1418	0.06075174254
1419	0.06072089916
1420	0.06070027867
1421	0.06067884533
1422	0.0606511508
1423	0.06062726802
1424	0.06060404349
1425	0.06058573972
1426	0.06056950654
1427	0.06054770032
1428	0.0605281644
1429	0.0605018203
1430	0.06046476069
1431	0.06043297576
1432	0.0604080724
1433	0.06037973626
1434	0.0603592479
1435	0.06033745894
1436	0.06032202261
1437	0.0602995322
1438	0.0602639461
1439	0.06024086002
1440	0.06021868168
1441	0.06019208836
1442	0.06014626508
1443	0.06011345967
1444	0.06009151926
1445	0.06007262694
1446	0.06004599712
1447	0.06002397874
1448	0.06000034125
1449	0.05997772308
1450	0.05995265072
1451	0.05992533726
1452	0.05989269865
1453	0.05986400598
1454	0.05984342118
1455	0.05982108594
1456	0.05978969914
1457	0.05976933346
1458	0.05975195133
1459	0.05972286016
1460	0.05970181766
1461	0.05967770651
1462	0.05965489381
1463	0.05962834347
1464	0.05960061369
1465	0.05958544413
1466	0.05955820266
1467	0.0595351919
1468	0.05950958035
1469	0.05949960288
1470	0.05948079486
1471	0.05946870229
1472	0.05943680851
1473	0.05941596904
1474	0.05940016034
1475	0.05937677545
1476	0.05935966449
1477	0.05933242672
1478	0.05930580164
1479	0.05927951517
1480	0.05926515561
1481	0.05924551708
1482	0.05922584782
1483	0.0591949607
1484	0.05917026313
1485	0.05915122492
1486	0.05912583959
1487	0.05910584701
1488	0.05908103998
1489	0.0590611225
1490	0.05903976332
1491	0.05902180754
1492	0.0589862615
1493	0.05896180841
1494	0.05893536511
1495	0.05889472842
1496	0.05887396421
1497	0.05885295021
1498	0.05882681933
1499	0.05880381311
1500	0.05878272588
1501	0.05875516709
1502	0.05873007172
1503	0.05870981996
